ID_Manufacturer;Numer katalogowy;Skrócony numer katalogowy;Kategoria produktu;ID_kategorii;Model;Nazwa;Opis;Zdjęcie głowne;Zdjęcie dodatkowe;Meta opis;Meta słowa kluczowe;cena;Price flag;Hydrokolor;Kolor;Dodatkowe kolory;Waga;Rozmiar (szerokość x wysokość x głębokość);Pojemność;Material;Dodatkowy materiał wykonania;Rozmiar opakowania;Multipack;Rozmiar opakowania zbiorczego;Minimalne zamówienie;Coloration;Znakowanie;Kraj produkcji;Maksymalny rozmiar nadruku
12;R08320.06;R08320.06;Kubki termiczne;21;R08320.02;Kubek izotermiczny Dawson 450 ml, biały ;Kubek izotermiczny - termos o pojemności 450 ml wykonany ze stali nierdzewnej pokrytej lakierem. Oryginalna pikowana powierzchnia. Wewnętrzna ścianka wykonana ze stali o podwyższonej jakości 18/8. Próżnia pomiędzy ściankami zapewnia bardzo dobre właściwości termoizolacyjne.;Kubek-izotermiczny-Dawson-450-ml-bialy.jpg;Kubek-izotermiczny-Dawson-450-ml-bialy-a.jpg, Kubek-izotermiczny-Dawson-450-ml-bialy-b.jpg, Kubek-izotermiczny-Dawson-450-ml-bialy-c.jpg;Kubek izotermiczny Dawson 450 ml, biały. Stalowy wygląd i spora pojemność sprawia, że będzie to doskonały upominek dla Twoich klientek. Wnętrze ze stali nierdzewnej 18/8  sprawia, że temperatura napoju zachowuje się na dłużej. ;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;41,9;1;;biały;;;67 x 217 x 67;450 ml;stal nierdzewna 18/8;;;;;;;"grawer L3, rozmiar obszaru zdobienia: 30x212, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
grawer L3, rozmiar obszaru zdobienia: 30x212, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 30x212, maksymalny rozmiar logo: 25x170, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 30x212, maksymalny rozmiar logo: 25x170, ilość kolorów: 1";;30x212
12;R08320.08;R08320.08;Kubki termiczne;21;R08320.06;Kubek izotermiczny Dawson 450 ml, czerwony ;Kubek izotermiczny - termos o pojemności 450 ml wykonany ze stali nierdzewnej pokrytej lakierem. Oryginalna pikowana powierzchnia. Wewnętrzna ścianka wykonana ze stali o podwyższonej jakości 18/8. Próżnia pomiędzy ściankami zapewnia bardzo dobre właściwości termoizolacyjne.;Kubek-izotermiczny-Dawson-450-ml-czerwony.jpg;Kubek-izotermiczny-Dawson-450-ml-czerwony-a.jpg, Kubek-izotermiczny-Dawson-450-ml-czerwony-b.jpg, Kubek-izotermiczny-Dawson-450-ml-czerwony-c.jpg;Kubek izotermiczny Dawson 450 ml, czerwony. Stalowy wygląd i spora pojemność sprawia, że będzie to doskonały upominek dla Twoich klientek. Wnętrze ze stali nierdzewnej 18/8  sprawia, że temperatura napoju zachowuje się na dłużej. ;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;41,9;1;;czerwony;;;67 x 217 x 67;450 ml;stal nierdzewna 18/8;;;;;;;"grawer L3, rozmiar obszaru zdobienia: 30x165, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
grawer L3, rozmiar obszaru zdobienia: 30x165, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 36x200, maksymalny rozmiar logo: 25x170, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 36x200, maksymalny rozmiar logo: 25x170, ilość kolorów: 1";;36x200
12;R08320.79;R08320.79;Kubki termiczne;21;R08320.08;Kubek izotermiczny Dawson 450 ml, złoty ;Kubek izotermiczny - termos o pojemności 450 ml wykonany ze stali nierdzewnej pokrytej lakierem. Oryginalna pikowana powierzchnia. Wewnętrzna ścianka wykonana ze stali o podwyższonej jakości 18/8. Próżnia pomiędzy ściankami zapewnia bardzo dobre właściwości termoizolacyjne.;Kubek-izotermiczny-Dawson-450-ml-zloty.jpg;Kubek-izotermiczny-Dawson-450-ml-zloty-a.jpg, Kubek-izotermiczny-Dawson-450-ml-zloty-b.jpg, Kubek-izotermiczny-Dawson-450-ml-zloty-c.jpg, Kubek-izotermiczny-Dawson-450-ml-zloty-d.jpg;Kubek izotermiczny Dawson 450 ml, złoty. Stalowy wygląd i spora pojemność sprawia, że będzie to doskonały upominek dla Twoich klientek. Wnętrze ze stali nierdzewnej 18/8  sprawia, że temperatura napoju zachowuje się na dłużej. ;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;41,9;1;;złoty;;;67 x 217 x 67;450 ml;stal nierdzewna 18/8;;;;;;;"grawer L3, rozmiar obszaru zdobienia: 30x212, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
grawer L3, rozmiar obszaru zdobienia: 30x180, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 30x212, maksymalny rozmiar logo: 25x168, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 33x200, maksymalny rozmiar logo: 25x170, ilość kolorów: 1";;33x200
12;R08321.02;R08321.02;Kubki termiczne;21;R08320.79;Kubek izotermiczny Tallin 450 ml, czarny ;Wykonany ze stali nierdzewnej kubek izotermiczny - termos o pojemności 450 ml. Oryginalna gofrowana powierzchnia kubka, o satynowym, przyjemnym w dotyku wykończeniu. Wewnętrzna ścianka wykonana ze stali o podwyższonej jakości 18/8. Próżnia pomiędzy dwiema ściankami zapewnia bardzo dobre właściwości termoizolacyjne.;Kubek-izotermiczny-Tallin-450-ml-czarny.jpg;Kubek-izotermiczny-Tallin-450-ml-czarny-a.jpg, Kubek-izotermiczny-Tallin-450-ml-czarny-bv.jpg, Kubek-izotermiczny-Tallin-450-ml-czarny-c.jpg;Kubek izotermiczny Tallin 450 ml, czarny o eleganckim wyglądzie. Gofrowata powierzchnia prezentuje się stylowo, a nierówności ułatwiają trzymanie. Kubek dostępny w kilku wersjach kolorystycznych. ;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;45,9;1;;czarny;;;67 x 217 x 67;450 ml;stal nierdzewna;;;;;;;"grawer L3, rozmiar obszaru zdobienia: 30x217, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
grawer L3, rozmiar obszaru zdobienia: 30x217, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 30x217, maksymalny rozmiar logo: 25x170, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 30x217, maksymalny rozmiar logo: 25x170, ilość kolorów: 1";;30x217
12;R08321.33;R08321.33;Kubki termiczne;21;R08321.02;Kubek izotermiczny Tallin 450 ml, różowy ;Wykonany ze stali nierdzewnej kubek izotermiczny - termos o pojemności 450 ml. Oryginalna gofrowana powierzchnia kubka, o satynowym, przyjemnym w dotyku wykończeniu. Wewnętrzna ścianka wykonana ze stali o podwyższonej jakości 18/8. Próżnia pomiędzy dwiema ściankami zapewnia bardzo dobre właściwości termoizolacyjne.;Kubek-izotermiczny-Tallin-450-ml-rozowy.jpg;Kubek-izotermiczny-Tallin-450-ml-rozowy-a.jpg, Kubek-reklamowy-Tallin-450-ml-rozowy.jpg, Kubek-reklamowy-Tallin-450-ml-rozowy-b.jpg, Kubek-Tallin-z-nadrukiem.jpg;Kubek izotermiczny Tallin 450 ml, różówy o eleganckim wyglądzie. Gofrowata powierzchnia prezentuje się stylowo, a nierówności ułatwiają trzymanie. Kubek dostępny w kilku wersjach kolorystycznych. ;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;45,9;1;;różowy;;;67 x 217 x 67;450 ml;stal nierdzewna;;;;;;;"grawer L3, rozmiar obszaru zdobienia: 30x217, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
grawer L3, rozmiar obszaru zdobienia: 30x179, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 30x217, maksymalny rozmiar logo: 25x170, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 34x200, maksymalny rozmiar logo: 25x170, ilość kolorów: 1";;30x217
12;R08321.55;R08321.55;Kubki termiczne;21;R08321.33;Kubek izotermiczny Tallin 450 ml, jasnozielony ;Wykonany ze stali nierdzewnej kubek izotermiczny - termos o pojemności 450 ml. Oryginalna gofrowana powierzchnia kubka, o satynowym, przyjemnym w dotyku wykończeniu. Wewnętrzna ścianka wykonana ze stali o podwyższonej jakości 18/8. Próżnia pomiędzy dwiema ściankami zapewnia bardzo dobre właściwości termoizolacyjne.;Kubek-izotermiczny-Tallin-450-ml-jasnozielony.jpg;Kubek-izotermiczny-Tallin-450-ml-jasnozielony-a.jpg, Kubek-izotermiczny-Tallin-450-ml-jasnozielony-b.jpg, Kubek-izotermiczny-Tallin-450-ml-jasnozielony-c.jpg, Kubek-izotermiczny-Tallin-450-ml-jasnozielony-d.jpg;Kubek izotermiczny Tallin 450 ml, jasnozielony o eleganckim wyglądzie. Gofrowata powierzchnia prezentuje się stylowo, a nierówności ułatwiają trzymanie. Kubek dostępny w kilku wersjach kolorystycznych. ;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;45,9;1;;jasnozielony;;;67 x 217 x 67;450 ml;stal nierdzewna;;;;;;;"grawer L3, rozmiar obszaru zdobienia: 30x178, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
grawer L3, rozmiar obszaru zdobienia: 30x180, maksymalny rozmiar logo: 30x50, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 30x178, maksymalny rozmiar logo: 25x170, ilość kolorów: 1
UV U3, rozmiar obszaru zdobienia: 30x180, maksymalny rozmiar logo: 25x170, ilość kolorów: 1";;30x180
12;R08324.05;R08324.05;Kubki termiczne;21;R08321.55;Kubek izotermiczny Reykjavik 350 ml, zielony ;Kubek izotermiczny o pojemności 350 ml. Wewnątrz kubka zastosowano stal 18/8 o podwyższonej jakości, na zewnątrz plastik. Podstawa kubka z pianki termoizolacyjnej.;Kubek-izotermiczny-Reykjavik-350-ml-zielony.jpg;Kubek-izotermiczny-Reykjavik-350-ml-zielony-a.jpg, Kubek-izotermiczny-Reykjavik-350-ml-zielony-b.jpg, Kubek-izotermiczny-Reykjavik-350-ml-zielony-c.jpg, Kubek-izotermiczny-Reykjavik-350-ml-zielony-d.jpg;Kubek izotermiczny Reykjavik 350 ml, zielony o opływowym kształcie. Wewnątrz stal nierdzewna. Na zewnątrz plastik. Podstawa z pianki termoizolacyjnej.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;19,9;1;;zielony;;;76 x 180 x 76;350 ml;plastik;stal nierdzewna;;;;;;"tampodruk A3, rozmiar obszaru zdobienia: 30x50, maksymalny rozmiar logo: 30x30, ilość kolorów: 4
tampodruk A3, rozmiar obszaru zdobienia: 30x50, maksymalny rozmiar logo: 30x30, ilość kolorów: 1
tampodruk A4, rozmiar obszaru zdobienia: 30x102, maksymalny rozmiar logo: 30x100, ilość kolorów: 2
tampodruk A4, rozmiar obszaru zdobienia: 30x100, maksymalny rozmiar logo: 30x100, ilość kolorów: 2";;30x100
12;R08324.21;R08324.21;Kubki termiczne;21;R08324.05;Kubek izotermiczny Reykjavik 350 ml, szary ;Kubek izotermiczny o pojemności 350 ml. Wewnątrz kubka zastosowano stal 18/8 o podwyższonej jakości, na zewnątrz plastik. Podstawa kubka z pianki termoizolacyjnej.;Kubek-izotermiczny-Reykjavik-350-ml-szary.jpg;Kubek-izotermiczny-Reykjavik-350-ml-szary-a.jpg, Kubek-izotermiczny-Reykjavik-350-ml-szary-b.jpg, Kubek-izotermiczny-Reykjavik-350-ml-szary-c.jpg, Kubek-izotermiczny-Reykjavik-350-ml-szary-d.jpg;Kubek izotermiczny Reykjavik 350 ml, szary o opływowym kształcie. Wewnątrz stal nierdzewna. Na zewnątrz plastik. Podstawa z pianki termoizolacyjnej.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;19,9;1;;szary;;;76 x 180 x 76;350 ml;plastik;stal nierdzewna;;;;;;"tampodruk A3, rozmiar obszaru zdobienia: 30x63, maksymalny rozmiar logo: 30x30, ilość kolorów: 4
tampodruk A3, rozmiar obszaru zdobienia: 30x60, maksymalny rozmiar logo: 30x30, ilość kolorów: 4
tampodruk A4, rozmiar obszaru zdobienia: 30x121, maksymalny rozmiar logo: 30x100, ilość kolorów: 2
tampodruk A4, rozmiar obszaru zdobienia: 31x105, maksymalny rozmiar logo: 30x100, ilość kolorów: 2";;30x121
12;R08325.04;R08325.04;Kubki termiczne;21;R08324.21;Kubek izotermiczny Astana 350 ml, niebieski/biały ;Kubek izotermiczny o pojemności 350 ml. Wewnątrz kubka zastosowano stal nierdzewną 18/8 o podwyższonej jakości, na zewnątrz plastik. Podstawa kubka z pianki termoizolacyjnej.;Kubek-izotermiczny-Astana-350-ml-niebieski-bialy.jpg;Kubek-izotermiczny-Astana-350-ml-niebieski-bialy-a.jpg, Kubek-izotermiczny-Astana-350-ml-niebieski-bialy-b.jpg, Kubek-izotermiczny-Astana-350-ml-niebieski-bialy-c.jpg;Kubek izotermiczny Astana 350 ml, niebieski/biały klasyczny kształt. Zastosowanie wewnątrz stali nierdzewnej sprawia, że naczynie dłużej przechowuje temparatuje napoju.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;19,9;1;;niebieski;biały;;76 x 180 x 76;350 ml;stal nierdzewna;plastik;;;;;;"tampodruk A3, rozmiar obszaru zdobienia: 30x50, maksymalny rozmiar logo: 30x30, ilość kolorów: 4
tampodruk A3, rozmiar obszaru zdobienia: 30x50, maksymalny rozmiar logo: 30x30, ilość kolorów: 4
tampodruk A4, rozmiar obszaru zdobienia: 30x101, maksymalny rozmiar logo: 30x100, ilość kolorów: 2
tampodruk A4, rozmiar obszaru zdobienia: 30x101, maksymalny rozmiar logo: 30x100, ilość kolorów: 2";;30x101
12;R08325.05;R08325.05;Kubki termiczne;21;R08325.04;Kubek izotermiczny Astana 350 ml, zielony/biały ;Kubek izotermiczny o pojemności 350 ml. Wewnątrz kubka zastosowano stal nierdzewną 18/8 o podwyższonej jakości, na zewnątrz plastik. Podstawa kubka z pianki termoizolacyjnej.;Kubek-izotermiczny-Astana-350-ml-zielony-bialy.jpg;Kubek-izotermiczny-Astana-350-ml-zielony-bialy-a.jpg, Kubek-izotermiczny-Astana-350-ml-zielony-bialy-b.jpg, Kubek-izotermiczny-Astana-350-ml-zielony-bialy-c.jpg;Kubek izotermiczny Astana 350 ml, zielony/biały klasyczny kształt. Zastosowanie wewnątrz stali nierdzewnej sprawia, że naczynie dłużej przechowuje temparatuje napoju.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;19,9;1;;zielony;biały;;76 x 180 x 76;350 ml;stal nierdzewna;plastik;;;;;;"tampodruk A3, rozmiar obszaru zdobienia: 30x50, maksymalny rozmiar logo: 30x30, ilość kolorów: 4
tampodruk A3, rozmiar obszaru zdobienia: 30x50, maksymalny rozmiar logo: 30x30, ilość kolorów: 4
tampodruk A4, rozmiar obszaru zdobienia: 30x100, maksymalny rozmiar logo: 30x100, ilość kolorów: 2
tampodruk A4, rozmiar obszaru zdobienia: 30x100, maksymalny rozmiar logo: 30x100, ilość kolorów: 2";;30x100
12;R08325.08;R08325.08;Kubki termiczne;21;R08325.05;Kubek izotermiczny Astana 350 ml, czerwony/biały ;Kubek izotermiczny o pojemności 350 ml. Wewnątrz kubka zastosowano stal nierdzewną 18/8 o podwyższonej jakości, na zewnątrz plastik. Podstawa kubka z pianki termoizolacyjnej.;Kubek-izotermiczny-Astana-350-ml-czerwony-bialy.jpg;Kubek-izotermiczny-Astana-350-ml-czerwony-bialy-a.jpg, Kubek-izotermiczny-Astana-350-ml-czerwony-bialy-b.jpg, Kubek-izotermiczny-Astana-350-ml-czerwony-bialy-c.jpg;Kubek izotermiczny Astana 350 ml, czerwony/biały klasyczny kształt. Zastosowanie wewnątrz stali nierdzewnej sprawia, że naczynie dłużej przechowuje temparatuje napoju.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;19,9;1;;czerwony;biały;;76 x 180 x 76;350 ml;stal nierdzewna;plastik;;;;;;"tampodruk A3, rozmiar obszaru zdobienia: 30x50, maksymalny rozmiar logo: 30x30, ilość kolorów: 4
tampodruk A3, rozmiar obszaru zdobienia: 30x50, maksymalny rozmiar logo: 30x30, ilość kolorów: 4
tampodruk A4, rozmiar obszaru zdobienia: 30x105, maksymalny rozmiar logo: 30x100, ilość kolorów: 2
tampodruk A4, rozmiar obszaru zdobienia: 30x105, maksymalny rozmiar logo: 30x100, ilość kolorów: 2";;30x100
12;R08325.21;R08325.21;Kubki termiczne;21;R08325.08;Kubek izotermiczny Astana 350 ml, szary/biały ;Kubek izotermiczny o pojemności 350 ml. Wewnątrz kubka zastosowano stal nierdzewną 18/8 o podwyższonej jakości, na zewnątrz plastik. Podstawa kubka z pianki termoizolacyjnej.;Kubek-izotermiczny-Astana-350-ml-szary-bialy.jpg;Kubek-izotermiczny-Astana-350-ml-szary-bialy-a.jpg, Kubek-izotermiczny-Astana-350-ml-szary-bialy-b.jpg, Kubek-izotermiczny-Astana-350-ml-szary-bialy-c.jpg;Kubek izotermiczny Astana 350 ml, szary/biały klasyczny kształt. Zastosowanie wewnątrz stali nierdzewnej sprawia, że naczynie dłużej przechowuje temparatuje napoju.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;19,9;1;;szary;biały;;76 x 180 x 76;350 ml;stal nierdzewna;plastik;;;;;;"tampodruk A3, rozmiar obszaru zdobienia: 30x50, maksymalny rozmiar logo: 30x30, ilość kolorów: 4
tampodruk A3, rozmiar obszaru zdobienia: 30x50, maksymalny rozmiar logo: 30x30, ilość kolorów: 4
tampodruk A4, rozmiar obszaru zdobienia: 30x100, maksymalny rozmiar logo: 30x100, ilość kolorów: 2
tampodruk A4, rozmiar obszaru zdobienia: 30x100, maksymalny rozmiar logo: 30x100, ilość kolorów: 2";;30x100
12;R08326.02;R08326.02;Kubki termiczne;21;R08325.21;Kubek izotermiczny Telescope 430 ml, czarny/srebrny ;Szczelny termos - kubek izotermiczny o pojemności 430 ml. Dwie ścianki wykonane ze stali nierdzewnej, wewnętrzna ze stali o podwyższonej jakości 18/8 i próżni pomiędzy nimi. Zapewnia bardzo dobrą izolację cieplną płynu.;Kubek-izotermiczny-Telescope-430-ml-czarny-srebrny.jpg;Kubek-izotermiczny-Telescope-430-ml-czarny-srebrny-a.jpg, Kubek-izotermiczny-Telescope-430-ml-czarny-srebrny-b.jpg, Kubek-izotermiczny-Telescope-430-ml-czarny-srebrny-c.jpg, Kubek-izotermiczny-Telescope-430-ml-czarny-srebrny-d.jpg;Kubek izotermiczny Telescope 430 ml, czarny/srebrny o klasycznym wyglądzie. Wysoki, ze sporą pojemnością. Dobry na dłuższe podróże.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;52,9;1;;czarny;srebrny;;80 x 220 x 80;430 ml;stal nierdzewna;;;;;;;"grawer L3, rozmiar obszaru zdobienia: 50x144, maksymalny rozmiar logo: 50x30, ilość kolorów: 1
grawer L3, rozmiar obszaru zdobienia: 50x144, maksymalny rozmiar logo: 50x30, ilość kolorów: 1
tampodruk A4, rozmiar obszaru zdobienia: 50x47, maksymalny rozmiar logo: 30x35, ilość kolorów: 4
tampodruk A4, rozmiar obszaru zdobienia: 50x47, maksymalny rozmiar logo: 30x35, ilość kolorów: 4";;50x144
12;R08326.04;R08326.04;Kubki termiczne;21;R08326.02;Kubek izotermiczny Telescope 430 ml, niebieski/czarny ;Szczelny termos - kubek izotermiczny o pojemności 430 ml. Dwie ścianki wykonane ze stali nierdzewnej, wewnętrzna ze stali o podwyższonej jakości 18/8 i próżni pomiędzy nimi. Zapewnia bardzo dobrą izolację cieplną płynu.;Kubek-izotermiczny-Telescope-430-ml-niebieski-czarny.jpg;Kubek-izotermiczny-Telescope-430-ml-niebieski-czarny-a.jpg, Kubek-izotermiczny-Telescope-430-ml-niebieski-czarny-b.jpg, Kubek-izotermiczny-Telescope-430-ml-niebieski-czarny-c.jpg;Kubek izotermiczny Telescope 430 ml,niebieski/czarny  o klasycznym wyglądzie. Wysoki, ze sporą pojemnością. Dobry na dłuższe podróże.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;52,9;1;;niebieski;czarny;;80 x 220 x 80;430 ml;stal nierdzewna;;;;;;;"grawer L3, rozmiar obszaru zdobienia: 53x147, maksymalny rozmiar logo: 50x30, ilość kolorów: 1
grawer L3, rozmiar obszaru zdobienia: 53x147, maksymalny rozmiar logo: 50x30, ilość kolorów: 1
tampodruk A4, rozmiar obszaru zdobienia: 53x51, maksymalny rozmiar logo: 30x35, ilość kolorów: 4
tampodruk A4, rozmiar obszaru zdobienia: 53x51, maksymalny rozmiar logo: 30x35, ilość kolorów: 4";;53x147
12;R08326.06;R08326.06;Kubki termiczne;21;R08326.04;Kubek izotermiczny Telescope 430 ml, biały/zielony ;Szczelny termos - kubek izotermiczny o pojemności 430 ml. Dwie ścianki wykonane ze stali nierdzewnej, wewnętrzna ze stali o podwyższonej jakości 18/8 i próżni pomiędzy nimi. Zapewnia bardzo dobrą izolację cieplną płynu.;Kubek-izotermiczny-Telescope-430-ml-bialy-zielony.jpg;Kubek-izotermiczny-Telescope-430-ml-bialy-zielony-a.jpg, Kubek-izotermiczny-Telescope-430-ml-bialy-zielony-b.jpg, Kubek-izotermiczny-Telescope-430-ml-bialy-zielony-c.jpg;Kubek izotermiczny Telescope 430 ml, biały/zielony  o klasycznym wyglądzie. Wysoki, ze sporą pojemnością. Dobry na dłuższe podróże.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;52,9;1;;biały;zielony;;80 x 220 x 80;430 ml;stal nierdzewna;;;;;;;"grawer L3, rozmiar obszaru zdobienia: 50x156, maksymalny rozmiar logo: 50x30, ilość kolorów: 1
grawer L3, rozmiar obszaru zdobienia: 50x156, maksymalny rozmiar logo: 50x30, ilość kolorów: 1
tampodruk A4, rozmiar obszaru zdobienia: 50x44, maksymalny rozmiar logo: 30x35, ilość kolorów: 4
tampodruk A4, rozmiar obszaru zdobienia: 50x44, maksymalny rozmiar logo: 30x35, ilość kolorów: 4";;50x156
12;R08327.04;R08327.04;Kubki termiczne;21;R08326.06;Kubek izotermiczny Snag 400 ml, niebieski/biały ;Szczelny kubek izotermiczny o pojemności 400 ml. Dwie ścianki wykonane z plastiku. Ergonomiczny uchwyt. Podstawa kubka z wodoodpornej gumy termoplastycznej TPR.;Kubek-izotermiczny-Snag-400-ml-niebieski-bialy.jpg;Kubek-izotermiczny-Snag-400-ml-niebieski-bialy-a.jpg, Kubek-izotermiczny-Snag-400-ml-niebieski-bialy-b.jpg;Kubek izotermiczny Snag 400 ml, niebieski/biały  dla aktywnych. Ergonomiczny kształt dobrze leży w dłoni. Ścianki wykonane z plastiku. Podstawa z gumy termoplastycznej TPR.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;15,9;1;;niebieski;biały;;80 x 210 x 80;400 ml;plastik;;;;;;;"tampodruk A3, rozmiar obszaru zdobienia: 30x45, maksymalny rozmiar logo: 30x45, ilość kolorów: 4
tampodruk A3, rozmiar obszaru zdobienia: 30x45, maksymalny rozmiar logo: 30x45, ilość kolorów: 4";;30x45
12;R08327.05;R08327.05;Kubki termiczne;21;R08327.04;Kubek izotermiczny Snag 400 ml, zielony/biały ;Szczelny kubek izotermiczny o pojemności 400 ml. Dwie ścianki wykonane z plastiku. Ergonomiczny uchwyt. Podstawa kubka z wodoodpornej gumy termoplastycznej TPR.;Kubek-izotermiczny-Snag-400-ml-zielony-bialy.jpg;Kubek-izotermiczny-Snag-400-ml-zielony-bialy-a.jpg, Kubek-izotermiczny-Snag-400-ml-zielony-bialy-b.jpg;Kubek izotermiczny Snag 400 ml, zielony/biały  dla aktywnych. Ergonomiczny kształt dobrze leży w dłoni. Ścianki wykonane z plastiku. Podstawa z gumy termoplastycznej TPR.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;15,9;1;;zielony;biały;;80 x 210 x 80;400 ml;plastik;;;;;;;"tampodruk A3, rozmiar obszaru zdobienia: 30x45, maksymalny rozmiar logo: 30x45, ilość kolorów: 4
tampodruk A3, rozmiar obszaru zdobienia: 30x45, maksymalny rozmiar logo: 30x45, ilość kolorów: 4";;30x45
12;R08329.01;R08329.01;Kubki termiczne;21;R08327.05;Kubek izotermiczny Vancouver 380 ml, srebrny ;Kubek izotermiczny ze stali nierdzewnej, z poręcznym uchwytem. Pojemność 380 ml. Wewnętrzna ścianka wykonana z ulepszonej jakości stali 18/8.;Kubek-izotermiczny-Vancouver-380-ml-srebrny.jpg;Kubek-izotermiczny-Vancouver-380-ml-srebrny-a.jpg;Kubek izotermiczny Vancouver 380 ml, srebrny z wygodnym i dobrze leżącym w dłoni uchwytem. Spora pojemnosć. Kubek wykonany ze stali nierdzewnej.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;20,9;1;;srebrny;;;130 x 175 x 85;380 ml;stal nierdzewna;;;;;;;"grawer L3, rozmiar obszaru zdobienia: 50x104, maksymalny rozmiar logo: 50x30, ilość kolorów: 1
grawer L3, rozmiar obszaru zdobienia: 50x104, maksymalny rozmiar logo: 50x30, ilość kolorów: 1";;50x104
12;R08329.02;R08329.02;Kubki termiczne;21;R08329.01;Kubek izotermiczny Vancouver 380 ml, czarny ;Kubek izotermiczny ze stali nierdzewnej, z poręcznym uchwytem. Pojemność 380 ml. Wewnętrzna ścianka wykonana z ulepszonej jakości stali 18/8.;Kubek-izotermiczny-Vancouver-380-ml-czarny-1.jpg;Kubek-izotermiczny-Vancouver-380-ml-czarny.jpg, Kubek-izotermiczny-Vancouver-380-ml-czarny-a.jpg, Kubek-izotermiczny-Vancouver-380-ml-czarny-b.jpg;Kubek izotermiczny Vancouver 380 ml, czarny z wygodnym i dobrze leżącym w dłoni uchwytem. Spora pojemnosć. Kubek wykonany ze stali nierdzewnej.;kubek reklamowy z logo z nadrukiem producent termiczny ceramiczny emaliowany izotermiczny dla firm;20,9;1;;czarny;;;130 x 175 x 85;380 ml;stal nierdzewna;;;;;;;"grawer L3, rozmiar obszaru zdobienia: 51x178, maksymalny rozmiar logo: 50x30, ilość kolorów: 1
grawer L3, rozmiar obszaru zdobienia: 51x178, maksymalny rozmiar logo: 50x30, ilość kolorów: 1";;51x178
